Name,Monoisotopic_mass,Formula
"3,3,4,4,5,5,6,6,6-Nonafluorohexyl 2,2-difluoro-3-hydroxy-4-methylpentanoate",414.0689045,C12H13F11O3
((Perfluorooctyl)ethyl)di(propan-2-yl)silane,562.0984565,C16H19F17Si
N-Ethyl-N-[3-(trimethoxysilyl)propyl]perfluorooctanesulfonamide,689.0559994,C16H20F17NO5SSi
4-[(Heptadecafluorooctyl)oxy]benzene-1-sulfonamide,590.9796932,C14H6F17NO3S
"Pentafluorosulfide Perfluoroalkyl (linear) carboxylic acids, n=8",571.9361922,C9HF21O2S
"Methyl 3,4,5-tris[1,1,2-trifluoro-2-(heptafluoropropoxy)ethoxy]benzoate",981.9740132,C23H8F30O8
"1,3-Diethyl-2-methyl-5-[(perfluorohexyl)sulfonyl]-1H-benzimidazolium 4-methylbenzenesulfonate",572.0803151,C18H17F13N2O2S
"3-Fluoro-4-{(E)-[4'-(heptafluoropropyl)[1,1'-biphenyl]-4-yl]diazenyl}phenol",460.0821886,C21H12F8N2O
"H-substituted Perfluoroalkyl (linear) carboxylic acids_i, n=11",645.9671561,C13H2F24O2
"2-Chloro-6-ethyl-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)aniline",323.0311744,C11H9ClF7N
Perfluorooctanesulfonyl fluoride,501.9331576,C8F18O2S
"2,2,3,3,4,4,4-Heptafluorobutyl methanesulfonate",277.9847622,C5H5F7O3S
"ketone perfluoroalkyl (linear) carboxylic acids_i, n=4",327.945183,C5HF9O4S
"Perfluoro(2,7-dimethyl-3,6-dioxasuberoyl) fluoride",425.9573033,C8F14O4
"1,2-Dichloroperfluorocyclohexene",293.924931,C6Cl2F8
[3-[[(heptadecafluorooctyl)sulphonyl]amino]propyl]trimethylammonium chloride,599.0661029,C14H16F17N2O2S
"N-ethyl perfluoroheptanesulfonamido polyethylene glycol, n=7, m=7",829.1976902,C25H38F15NO10S
mono(Perfluorobutyl) maleate,333.9887624,C8H3F9O4
"N-ethyl perfluoropentanesulfonamido polyethylene glycol, n=5, m=3",553.0992184,C15H22F11NO6S
"Butan-2-yl N-(2,2,3,3,4,4,4-heptafluorobutanoyl)-D-alaninate",341.0861907,C11H14F7NO3
Perfluoro-2-methyl-3-ethylpentane,437.9712576,C8F18
"H-substituted Perfluoroalkyl (linear) dicarboxylic acids, n=11",671.9664072,C14H3F23O4
"[N(E),S(S)]-N-(4-methylphenyl)methyleneperfluorobutanesulfinamide",385.0182884,C12H8F9NOS
Perfluoropentadecanoic acid (PFPeDA),763.9513471,C15HF29O2
2-Fluoro-4-(nonafluorobutyl)aniline,329.0262312,C10H5F10N
"1,1,1,2,3,3,3-Heptafluoro-2-((trifluorovinyl)oxy)propane",265.9789466,C5F10O
"(2E)-1,1,2,3,4,5,5,5-Octafluoro-1-iodo-4-(trifluoromethyl)-2-pentene",407.8869082,C6F11I
"1,1,2,3,4,5,5,5-Octafluoro-1-iodo-4-(trifluoromethyl)-2-pentene",407.8869082,C6F11I
"Ethanesulfonic acid, 1,1,2,2-tetrafluoro-2-((trifluoroethenyl)oxy)-, polymer with tetrafluoroethene",277.9483766,C4HF7O4S
"1-Pentanesulfonamide, 1,1,2,2,3,3,4,4,5,5,5-undecafluoro-N-methyl-",362.9787093,C6H4F11NO2S
"(2E)-3,4,4,5,5,6,6,7,7,8,8,8-Dodecafluoro-2-octenoic acid",357.9863177,C8H2F12O2
"3-(Perfluoro-3-methylbutyl)-1,2-propenoxide",326.016475,C8H5F11O
"Sodium 2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propanoate",329.9750041,C6HF11O3
"2,2-difluoro-2-[1,1,2,2-tetrafluoro-2-(trifluoromethoxy)ethoxy]acetyl Chloride",313.9392254,C5ClF9O3
4-(Undecafluoropentyl)cyclohexane-1-carboxylic acid,396.0583398,C12H11F11O2
"2,2,2-Trifluoroethyl 4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heptadecafluoroundecanoate",574.0048434,C13H6F20O2
"n:2 perfluoroalkyl acrylates, n=10",646.0423718,C17H11F21O2
"multiple H-substituted, multiple ether-substituted perfluoroalkyl alcohols, n=3, m=19",1156.485147,C44H77F13O19
Trifluoro(trifluoromethoxy)ethylene,165.9853338,C3F6O
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10-Henicosafluoro-12-iodohexadecane",729.9648406,C16H12F21I
"2-Bromo-3-(bromomethyl)-4,4,5,5,6,6,6-heptafluorohexan-3-ol",397.875188,C7H7Br2F7O
"perfluoroalkanesulfonamido quaternary ammonium triol, n=6",589.1041842,C15H22F13N2O5S
"double bond-perfluoroalkyl alcohols, n=0",147.9947557,C3HF5O
"4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heptadecafluoro-1-phenylundecane-1,3-dione",566.0174589,C17H7F17O2
"Morpholine, 2,2,3,3,5,5,6,6-octafluoro-4-(pentafluoroethyl)-",348.9772302,C6F13NO
N-(2-hydroxyethyl)-N-methylperfluoro-2-methylpropanesulfonamide,357.0081177,C7H8F9NO3S
"N-(2-Methylsulfinyl-1,1-dimethyl-ethyl)-N'-{2-methyl-4-[perfluoroisopropyl]phenyl}phthalamide",540.1317607,C23H23F7N2O3S
"(1r,4r)-4-(Heptafluoropropyl)cyclohexane-1-carboxamide",295.0807114,C10H12F7NO
"(1s,4s)-4-(Heptafluoropropyl)cyclohexane-1-carboxamide",295.0807114,C10H12F7NO
"Methyl 2,3,4,4,5,5,6,6,6-nonafluorohex-2-enoate",289.9989331,C7H3F9O2
Rhodium(II) perfluorobutyrate dimer,213.9864767,C4HF7O2
"2,4,6-Tris(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-1,3,5-triazine",584.9756892,C12F21N3
"double bond-, ether-substituted perfluoroalkyl (linear) carboyxlic acids, n=4",441.9686169,C9HF15O3
"2-[(acryloyloxy)methyl]-2-[[[bis[3-(acryloyloxy)-2,2-bis[(acryloyloxy)methyl]propoxy](3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)silyl]oxy]methyl]propane-1,3-diyl diacrylate",1266.279752,C50H55F13O21Si
"2-(Heptafluoropropyl)-1,3,5-trimethoxybenzene",336.0596416,C12H11F7O3
"2-[[[[3-(acryloyloxy)-2,2-bis[(acryloyloxy)methyl]propoxy]methyl(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)silyl]oxy]methyl]-2-[(acryloyloxy)methyl]propane-1,3-diyl diacrylate",984.2057991,C37H41F13O14Si
"N,N-Diethyl-2H-perfluoropropanamine",223.0795686,C7H11F6N
"Methyl 4,6,6-trichloro-7,7,7-trifluoro-3,3-dimethylheptanoate",328.0011474,C10H14Cl3F3O2
"N,N,N-Triethylethanaminium pentadecafluorooctanoate",130.1595747,C8H20N
"3,3,4,4,5,5,6,6,6-nonafluoro-1-nitrohex-1-ene",290.9941821,C6H2F9NO2
"Morpholine, 2,2,3,3,5,5,6,6-octafluoro-4-[1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethyl]-",398.9740366,C7F15NO
"ether-substituted perfluoroalkyl (linear) caborxylic acids_ii, n=11",679.9526489,C13HF25O3
"multiple H-substituted, multiple ether-substituted perfluoroalkyl alcohols, n=5, m=20",1400.498587,C50H81F21O20
N-Allylperfluorononanamide,503.0177932,C12H6F17NO
Heptafluorobutyronitrile,194.9918964,C4F7N
"n:2 fluorotelomer thio alkyl amido betaine-related, n=2",480.1129171,C15H21F9N2O3S
"[4,4,5,5,6,6,7,7,8,8,9,9,10,11,11,11-hexadecafluoro-2-hydroxy-10-(trifluoromethyl)undecyl]trimethylammonium iodide",586.0850249,C15H15F19NO
"1,4-Bis(heptafluoroisopropyl)benzene",414.0089449,C12H4F14
Perfluorodecane,537.9648704,C10F22
"N-Butyl-2,2,3,3,4,4,5,5,5-nonafluoropentanamide",319.0618678,C9H10F9NO
"Cl-substituted,ether-substituted perfluoroalkyl (linear)sulfonic acids, n=7",581.8996646,C9HClF18O4S
"1,1,1,2,2,3,3,4,4-Nonafluoroundec-5-ene",316.0873542,C11H13F9
"4,4,5,5,6,6,7,7,7-Nonafluoroheptyl iodide",387.937052,C7H6F9I
"N-Ethyl-2,2,3,3,4,4,5,5,5-nonafluoropentanamide",291.0305676,C7H6F9NO
"Sodium 2,2,3,3,4,4,5,5,6,7,7,7-dodecafluoro-6-(trifluoromethyl)heptanoate",413.9737023,C8HF15O2
"Propan-2-yl 2,3,3,3-tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]propanoate",538.0072881,C12H7F17O4
"1H-Perfluoro-1,1-propanediol",166.0053203,C3H3F5O2
Vinylidene fluoride,64.01245646,C2H2F2
5H-Perfluoropentanal,229.9977903,C5H2F8O
"2,3,4,5,6-Pentafluoro-N-(3-{[4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2,6-dimethylphenyl]carbamoyl}phenyl)benzamide",602.0863661,C25H14F12N2O2
AGN-PC-0NHL39,371.9245955,C9H4F7I
"2,2,3,3,4,4,5,5,6,6,6-Undecafluorohexyl nonafluorobutane-1-sulfonate",581.9405287,C10H2F20O3S
"4-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-2,6-dimethylbenzaldehyde",302.0541623,C12H9F7O
"2,3,3,3-Tetrafluoro-2-(heptafluoropropoxy)propyl 2-fluoroprop-2-enoate",387.9968824,C9H4F12O3
"multiple H-substituted, multiple ether-substituted perfluoroalkyl alcohols, n=3, m=7",628.1705699,C20H29F13O7
"2,2,4,4,5,5,5-Heptafluoro-3-(pentafluoroethyl)-3-(trifluoromethyl)pentanoic acid",413.9737023,C8HF15O2
"1-Pentanesulfonamide, 1,1,2,2,3,3,4,4,5,5,5-undecafluoro-N-(2-hydroxyethyl)-N-methyl-",407.0049241,C8H8F11NO3S
"Bis[2,8-di(trifluoromethyl)quinolin-4-yl-2-pyridyl] ketone",710.0975995,C33H14F12N4O
"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluoroicosane",516.2061675,C20H29F13
"2,2,3,3,4,4,5,5,6,6,6-Undecafluorohexyl methanesulfonate",377.978375,C7H5F11O3S
"(2E)-1,1,1,4,4,5,5,6,6,6-Decafluorohex-2-ene",263.9996821,C6H2F10
Bis(2-(perfluorododecyl)ethyl) hydrogen phosphate,1389.944005,C28H9F50O4P
"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluoro-6-methoxyhexane",349.9976313,C7H3F13O
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,14,14,15,15,16,16,17,17,18,18,19,19,20,20,20-Triacontafluoro-9,12-diiodoicosane",1073.839292,C20H10F30I2
"3,5,6-Trifluoro-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)pyridin-2-amine",316.0058301,C8H2F10N2
"n:1:2 fluorotelomer betaine-related, n=6",831.0499183,C20H13F28NO2
"6-(Ethenyloxy)-1,1,1,2,2,3,3,4,4,5,5-undecafluorohexane",326.016475,C8H5F11O
"1,1,1,2,2,3,3,4,5,5,6,6,6-Tridecafluorohexane",319.9870666,C6HF13
"Tris(2,2,3,3,4,4,5,5-octafluoropentyl) phosphate",739.9855221,C15H9F24O4P
8:1 Fluorotelomer alcohol,449.9912441,C9H3F17O
"1-chloro-1,1,2,2,3,3-hexafluoro-3-[(trifluorovinyl)oxy]propane",281.9493961,C5ClF9O
"n:2 fluorotelomer thio ethanoic acids, n=3",437.9959168,C10H7F13O2S
"2,2,3,3,4,4,4-Heptafluorobutyl carbonochloridate",261.9631544,C5H2ClF7O2
"2,2,3,3,4,4,5,5,6,6,6-Undecafluorohexanimidamide",312.0120583,C6H3F11N2
Perfluoro(2-(2-phenoxypropoxy)propanoyl) fluoride,495.9591951,C12F16O3
"4,5-Dibromo-1,1,1,2,2,3,3-heptafluoropentane",353.8489733,C5H3Br2F7
Potassium N-((heptadecafluorooctyl)sulphonyl)-N-propylglycinate,599.0059079,C13H10F17NO4S
4-[(Heptadecafluorooctyl)oxy]-4-oxobut-2-enoic acid,533.975988,C12H3F17O4
1-Pentafluoroethylethanol,164.0260558,C4H5F5O
Perfluorohexyl iodide,445.8837146,C6F13I
"perfluoroalkanesulfonamido quaternary ammonium diol C, n=6",573.1092695,C15H22F13N2O4S
N-Allylperfluoro-2-(2-propoxypropoxy)propanamide,535.0076225,C12H6F17NO3
S-Deoxo fulvestrant,590.3216925,C32H47F5O2S
"Ethyl 4,4,5,5,6,6,6-heptafluoro-3,3-bis(trifluoromethyl)hexanoate",406.0238461,C10H7F13O2
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Henicosafluorododecyl phenylcarbamate",683.0376208,C19H10F21NO2
"(1R-trans)-N,N'-1,2-Cyclohexanediylbis(perfluorobutanamide)",506.0675224,C14H12F14N2O2
1-Phenoxy(3-(perfluoro-7-methyloctyl)propan-2-ol),620.0455654,C18H11F19O2
"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoro-N-(propan-2-yl)nonanamide",505.0334433,C12H8F17NO
"Trimethoxy(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)silane",468.0426374,C11H13F13O3Si
"5-(Heptafluoropropyl)-3-methoxy-1-methyl-1H-1,2,4-triazole",281.0399092,C7H6F7N3O
"4,9-Dimethoxy-7-(nonafluorobutyl)-5H-furo[3,2-g][1]benzopyran-5-one",464.0306272,C17H9F9O5
Perfluorononane amide betaine,606.0811218,C16H15F17N2O3
"perfluoroalkylamido betaine-related, n=8",606.0811218,C16H15F17N2O3
"N-{1-[3,5-Bis({[tert-butyl(dimethyl)silyl]oxy}methyl)phenyl]-2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoroheptylidene}hydroxylamine",727.2182637,C27H38F13NO3Si2
"1,1,1,2,2,3,3-Heptafluoro-5-nitroheptan-4-ol",287.0392405,C7H8F7NO3
"1-Heptanesulfonamide, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-N-2-propenyl-",488.9879722,C10H6F15NO2S
"3,3,4,4,5,5,6,6,6-Nonafluorohexyl 4-methylbenzene-1-sulfonate",418.0285187,C13H11F9O3S
"4-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-2-methyl-3-(methylsulfanyl)benzoic acid",350.0211477,C12H9F7O2S
Undecafluoropentyl 2-methylprop-2-enoate,354.0113896,C9H5F11O2
"5,5,6,6,7,7,7-Heptafluoro-4,4-bis(trifluoromethyl)heptan-1-ol",378.0289314,C9H7F13O
1-[4-(Heptafluoropropyl)-1H-pyrrol-3-yl]ethan-1-one,277.0337612,C9H6F7NO
"1,1,1,2,2,3,3,4-Octafluorodec-4-ene",284.081126,C10H12F8
"1H,1H,6H,6H-Perfluorohexane-1,6-diol diacrylate",370.0451344,C12H10F8O4
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,19,19,20,20,21,21,22,22,23,23,24,24,25,25,26,26,27,27,28,28,29,29,30,30,30-Pentacontafluorotriacontane",1322.01406,C30H12F50
"3,3,4,4,5,5,6,6,6-Nonafluorohexyl formate",292.0145832,C7H5F9O2
"1-Decanesulfonyl chloride, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluoro-",545.9349072,C10H4ClF17O2S
"Hexanoic acid, 4,4,5,5,6,6,6-heptafluoro-2-methyl-, methyl ester",270.0490769,C8H9F7O2
"1,1,1,2,4,5,5,6,6,7,7,7-dodecafluoro-2,4-bis(trifluoromethyl)heptan-3-one",465.9661722,C9F18O
"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluoro-8-isocyanatooctane",389.0085304,C9H4F13NO
Dodecafluoroheptanol,332.0070531,C7H4F12O
6-(Heptafluoropropyl)pyridin-3-amine,262.0340956,C8H5F7N2
"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluoro-8,8-dimethoxyoctane",408.0394961,C10H9F13O2
"1,1-Di-(4-methoxyphenyl)-1-[4-(1H,1H,2H,2H-perfluorodecyl)phenyl]methyl chloride",784.1036871,C31H22ClF17O2
"N-(2,4-Dimethylphenyl)-2,2,3,3,4,4,4-heptafluorobutanamide",317.0650614,C12H10F7NO
"Hexafluoro-2,2,3,3-tetrachlorobutane",301.86583,C4Cl4F6
"2-[(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)sulfanyl]ethan-1-ol",324.0230394,C8H9F9OS
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Pentadecafluoro-2-methylnonan-2-ol",428.0257378,C10H7F15O
"3,3,4,4,5,5,6,6,6-Nonafluorohexyl trifluoromethanesulfonate",395.9689531,C7H4F12O3S
"2,2-Difluoro-3-(nonafluorobutoxy)propanoic acid",343.9906542,C7H3F11O3
"4,4,5,5,6,6,6-Heptafluorohexan-2-yl acetate",270.0490769,C8H9F7O2
"multiple H-substituted, multiple ether-substituted perfluoroalkyl alcohols, n=5, m=8",872.1840102,C26H33F21O8
"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononyl acrylate",504.0018088,C12H5F17O2
Bis(2-{ethyl[(perfluorooctyl)sulfonyl]amino}ethyl) hydrogen phosphate,1203.977752,C24H19F34N2O8PS2
"1,1,1,2,2,3,3,4,4,7,7,7-Dodecafluoro-6-iodoheptane",441.9087865,C7H3F12I
(Perfluorododecyl)ethylene,645.9835551,C14H3F25
4-Bromo-3-(heptafluoropropyl)-5-phenyl-1H-pyrazole,389.9602585,C12H6BrF7N2
Perfluoro-15-crown-5-ether,579.9426371,C10F20O5
"perfluoroalkanesulfonamido quaternary ammonium, n=3",349.0820709,C9H16F7N2O2S
"1-Nonanesulfonyl chloride, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-pentadecafluoro-",495.9381008,C9H4ClF15O2S
"2-Chloro-4,6-bis[(4,4,5,5,6,6,7,7,8,8,9,9,9-tridecafluorononyl)oxy]-1,3,5-triazine",867.0202876,C21H12ClF26N3O2
"N-ethyl perfluoroheptanesulfonamido polyethylene glycol, n=7, m=3",653.0928312,C17H22F15NO6S
"Octafluorotetrahydrothiophene 1,1-dioxide",263.9491256,C4F8O2S
Perfluorotriethylamine,370.979122,C6F15N
"double bond perfluoroalkyl (linear) sulfonic aicds, n=2",311.9502684,C5HF9O3S
Sodium [[[(tridecafluorohexyl)sulphonyl]amino]methyl]benzenesulphonate,568.9636304,C13H8F13NO5S2
"N'-[(2Z)-5,5,6,6,7,7,7-Heptafluoro-4-oxohept-2-en-2-yl]benzohydrazide",372.070875,C14H11F7N2O2
"Bis(perfluoro(1-[(3,6-dimethyl-1,4-dioxan-2-yl)oxy]ethyl)) ketone",885.9164983,C17F30O7
"1H,1H,2H,2H-Perfluorotetradecyltriethoxysilane",810.070426,C20H19F25O3Si
Ethyl [3-(heptafluoropropyl)-1-methyl-1H-pyrazol-5-yl]acetate,336.070875,C11H11F7N2O2
1-Bromo-3-(heptadecafluorooctyl)benzene,573.9224924,C14H4BrF17
N-Ethylperfluorooctanesulfonamide,526.9847786,C10H6F17NO2S
Methyl 3-(heptadecafluorooctyl)benzoate,554.0174589,C16H7F17O2
Ammonium nonadecafluorononanesulphonate,549.9343004,C9HF19O3S
"n:2 fluorotelomer thio alkyl amido ammonium, n=6",822.081889,C21H19F25N2OS
"3,6,9,12,15,18,21,24-Octaoxaheptacosanoyl fluoride, 2,4,4,5,7,7,8,10,10,11,13,13,14,16,16,17,19,19,20,22,22,23,25,25,26,26,27,27,27-nonacosafluoro-2,5,8,11,14,17,20,23-octakis(trifluoromethyl)-",1493.868004,C27F54O9
Perfluoro-14-iodo-2-(methyl)tetradecane,895.8549722,C15F31I
Hexafluoroglutaric acid,239.9857277,C5H2F6O4
Perfluorohept-1-ene,349.9776448,C7F14
"Tris[3-(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)phenyl]phosphane",1600.080125,C48H24F51P
"1-Propanaminium, 2-hydroxy-N,N,N-trimethyl-, 3-[(.gamma.-.omega.-perfluoro-C6-20-alkyl)thio] derivs., chlorides",439.0275513,C10H10F13NOS
(Tridecafluorohexyl)benzene,396.0183668,C12H5F13
6:2 Fluorotelomer methacrylate,432.0394961,C12H9F13O2
"1 OH-substituted n:2 fluorotelomer sulfonic acids, n=5",393.9732896,C7H5F11O4S
"perfluoroalkanesulfonamido quaternary ammonium dicarboxylate B, n=6",614.0756237,C16H19F13N2O6S
"1-{4-[(2H-1,3-Benzodioxol-5-yl)methyl]piperazin-1-yl}-2,2,3,3,4,4,4-heptafluorobutan-1-one",416.0970898,C16H15F7N2O3
((Perfluorooctyl)ethyl)phosphonic acid,527.9783099,C10H6F17O3P
"3,3,4,4,5,6,6,6-Octafluoro-5-(trifluoromethyl)hexan-1-ol",314.016475,C7H5F11O
2-{[4-(Heptafluoropropyl)phenyl]methyl}oxirane,302.0541623,C12H9F7O
Perfluorododecanesulfonic acid (PFDOS),699.9247196,C12HF25O3S
"3-((Perfluoropentylsulfonyl)amino)-N,N,N-trimethylpropanaminium chloride",449.0756837,C11H16F11N2O2S
"1-Ethoxy-3,3,4,4,5,5,6,6,6-nonafluorohexan-2-ol",308.0458833,C8H9F9O2
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10-Henicosafluoro-12-iodohenicosane",800.0430909,C21H22F21I
Methyl Perfluorononanoate,477.9861587,C10H3F17O2
"4-[(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)sulfanyl]phenol",472.0166522,C14H9F13OS
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,11,11,12,12,13,13,14,14,14-Hexacosafluorotetradecane",665.9897833,C14H4F26
"1-[3-Methylidene-4-(2,2,3,3,4,4,5,5,5-nonafluoropentyl)pyrrolidin-1-yl]ethan-1-one",357.0775178,C12H12F9NO
"2-(4,4,5,5,6,6,6-heptafluorohexyl)propanedioic Acid",314.0389062,C9H9F7O4
1-(Heptafluoropropyl)-4-iodobenzene,371.9245955,C9H4F7I
"19-Bromo-1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-heptadecafluorononadecane",652.063343,C19H22BrF17
"2-(2-Bromo-1,1,2,2-tetrafluoroethoxy)-1,1,1,2,3,3-hexafluoro-3-(pentafluoroethoxy)propane",479.8842151,C7BrF15O2
Methyl tetrafluoro-2-(trifluoromethyl)propionate,228.0021267,C5H3F7O2
"di Cl-substituted perfluoroalkyl (linear) sulfonic acids, C8",531.878393,C8HCl2F15O3S
"Ytterbium, tris[3-[2,2,3,3,4,4,4-heptafluoro-1-(oxo-?O)butyl]-1,7,7-trimethylbicyclo[2.2.1]heptan-2-onato-?O]-",348.0960271,C14H15F7O2
"1-(Perfluorofluorooctyl)propane-2,3-diol",494.0174589,C11H7F17O2
"Butyl 2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propanoate",386.0376043,C10H9F11O3
"1,1,1,2,2,3,3,5,6,6,8,9,9,11,12,14,14,15,17,17,18,20,20,21,21,22,22,22-Octacosafluoro-5,8,11,12,15,18-hexakis(trifluoromethyl)-4,7,10,13,16,19-hexaoxadocosane",1233.896035,C22F46O6
"Phosphonic acid, [3-[ethyl[(heptadecafluorooctyl)sulfonyl]amino]propyl]-, diethyl ester",705.0606594,C17H21F17NO5PS
"1,1,2,2,3,3,4,4,5,5,6,6-Dodecafluoro-7-(trifluoromethoxy)heptane",399.9944377,C8H3F15O
"multiple ether-substituted Perfluoroalkyl (linear) sulfonic acids, n=8",731.9145489,C12HF25O5S
"1-Propanesulfonic acid, 3-[ethyl[(heptadecafluorooctyl)sulfonyl]amino]-, sodium salt",648.9885434,C13H12F17NO5S2
"Cl-substituted perfluoroalkyl (linear) carboyxlic acids_i, n=13",729.9249902,C14HClF26O2
"(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)benzene",246.0279476,C9H5F7
"ether-substituted Perfluoroalkyl (linear) sulfonic acids_i, n=7",665.9228278,C11HF23O4S
"[(1Z)-4,4,5,5,6,6,7,7,7-Nonafluorohept-1-en-1-yl]benzene",336.0560541,C13H9F9
8:2 Fuorotelomer sulfonamide betaine,670.0794072,C17H19F17N2O4S
"n:2 fluorotelomer sulfonamido betaine-related, n=4",670.0794072,C17H19F17N2O4S
"2,2,3,3,4,4,4-heptafluoro-1-pyrrolidin-1-ylbutan-1-one",267.0494113,C8H8F7NO
"ether-substituted Perfluoroalkyl (linear) sulfonic acids_ii, n=6",515.9324086,C8HF17O4S
"Potassium 2,3,3,3-tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]propionate",495.9603379,C9HF17O4
"Triphenyl(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)phosphanium iodide",609.1016787,C26H19F13P
"H-substituted perfluoroalkyl (linear) sulfonic acids_ii, n=8",581.9405287,C10H2F20O3S
Methanaminium perfluoro-2-(2-propoxypropoxy)propanoate,495.9603379,C9HF17O4
"Disulfides, bis(.gamma.-.omega.-perfluoro-C6-20-alkyl)",450.0345303,C12H14F12S2
Vinyl perfluorobutyrate,240.0021267,C6H3F7O2
"(carboxymethyl)dimethyl-3-[methyl[(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)sulphonyl]amino]propylammonium hydroxide",584.1014445,C16H21F13N2O4S
"Difluoro{[2,2,4,5-tetrafluoro-5-(trifluoromethoxy)-1,3-dioxolan-4-yl]oxy}acetic acid",339.9629416,C6HF9O6
Sodium Perfluorononanesulfonate,549.9343004,C9HF19O3S
Methyl perfluoroundecanoate,577.9797715,C12H3F21O2
4(perfluorooctyl)-2-butanol,492.0381943,C12H9F17O
Tetrahydro(perfluorobutyl)furan,290.0353186,C8H7F9O
"4-[(Nonadecafluorodecenyl)oxy]benzenesulfonic acid, sodium salt",653.9605152,C16H5F19O4S
Nonafluoropentanoyl bromide,325.8988813,C5BrF9O
"N,N-Dibutyl-N-methylbutan-1-aminium heptadecafluorooctane-1-sulfonate",200.237825,C13H30N
"Sodium 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctane-1-sulfonate",427.9751814,C8H5F13O3S
1-Chloro-perfluorooctanesulfonic acid,515.9079435,C8HClF16O3S
Perfluoro(4-isopropyltoluene),385.9776448,C10F14
Octatriacontafluorooctadecane,937.9393216,C18F38
"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluoro-8-iodooctadecane",614.0715154,C18H24F13I
2-(N-Ethylperfluorooctanesulfonamido)acetic acid (EtFOSAA),584.9902579,C12H8F17NO4S
"Potassium 2,2,3,3-tetrafluoro-3-(heptafluoropropoxy)propionate",329.9750041,C6HF11O3
"1,1'-Oxybis[4-(tridecafluorohexyl)benzene]",806.0159981,C24H8F26O
"multiple H-substituted perfluoroalkyl (linear) carboxylic acids, n=2",224.0271986,C6H6F6O2
"1H,1H-Perfluoropropyl methacrylate",218.0366205,C7H7F5O2
"multiple H-substituted, multiple ether-substituted perfluoroalkyl alcohols, n=3, m=18",1112.458932,C42H73F13O18
"H-substituted Perfluoroalkyl (linear) carboxylic acids_i, n=6",395.9831241,C8H2F14O2
"12,12,13,13,14,14,15,15,16,16,17,17,17-Tridecafluoroheptadecanoyl chloride",522.0995096,C17H20ClF13O
3-(Trifluorosilyl)propyl nonafluoropentanoate,389.9945443,C8H6F12O2Si
"perfluoroalkylamido ammonium, n=8",548.0756425,C14H13F17N2O
"N,N-Diethyl-1,1,1,2,2,3,3,5,6,6,8,9,9,11-tetradecafluoro-N-methyl-12-oxo-5,8,11-tris(trifluoromethyl)-4,7,10-trioxa-13-azahexadecan-16-aminium iodide",788.0977557,C20H19F23N2O4
