mz_peak,rt,intensity,norm_intensity,suspect_name,suspect_mass,ppm_error
432.98239802618644,1.667636666667,15881.060546875,0.10499254331252326,"2,2,3,3,4,4,4-Heptafluoro-N-(nonafluorobutyl)butanimidoyl fluoride",432.9759284,14.942007379401648
488.98605231427047,0.650281666667,15057.1640625,0.09954561569295699,"1-Heptanesulfonamide, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-N-2-propenyl-",488.9879722,3.9262586743499717
432.9824833173751,1.68031,13864.2705078125,0.09165918217435912,"2,2,3,3,4,4,4-Heptafluoro-N-(nonafluorobutyl)butanimidoyl fluoride",432.9759284,15.138989745970255
432.9816124626379,1.693478333333,13656.0478515625,0.09028258479974118,"2,2,3,3,4,4,4-Heptafluoro-N-(nonafluorobutyl)butanimidoyl fluoride",432.9759284,13.127722920075719
395.0189516983805,1.628313333333,11654.076171875,0.07704719049659463,"N-(1,1,2,2,3,3,4,4,4-Nonafluorobutane-1-sulfonyl)cyclopentanecarboxamide",395.0237677,12.191824212040336
395.01897766903846,1.647948333333,10890.5185546875,0.07199917396410047,"N-(1,1,2,2,3,3,4,4,4-Nonafluorobutane-1-sulfonyl)cyclopentanecarboxamide",395.0237677,12.126078067969571
359.0196574077257,0.676116666667,10430.8447265625,0.06896018773477434,"3,3,4,4,5,5,5-Heptafluoro-1-(3-methyl-1,3-benzothiazol-2(3H)-ylidene)pentan-2-one",359.021482,5.0821514551374944
362.10983891807894,1.228481666667,9962.078125,0.06586108754730609,"(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)di(propan-2-yl)silane",362.1112309,3.8440875432524764
362.1098389181226,1.252273333333,9712.77734375,0.06421291531120268,"(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)di(propan-2-yl)silane",362.1112309,3.8440874226926107
362.10983891853004,1.221271666667,9622.681640625,0.06361727643779727,"(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)di(propan-2-yl)silane",362.1112309,3.8440862974671988
362.1127868470046,1.236781666667,9335.3994140625,0.061718002045746886,"(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)di(propan-2-yl)silane",362.1112309,4.296857391140545
362.1098389178752,1.243981666667,9042.3720703125,0.059780745652219726,"(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)di(propan-2-yl)silane",362.1112309,3.844088105865182
362.10983891794797,1.212973333333,8771.2646484375,0.057988405798748255,"(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)di(propan-2-yl)silane",362.1112309,3.844087904932073
362.1127868471938,1.26894,8723.79296875,0.05767456199902237,"(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)di(propan-2-yl)silane",362.1112309,4.2968579135581235
395.0222797249851,1.621105,8433.86328125,0.05575778476726375,"N-(1,1,2,2,3,3,4,4,4-Nonafluorobutane-1-sulfonyl)cyclopentanecarboxamide",395.0237677,3.7668128895432016
359.01971138561413,0.701151666667,7948.48681640625,0.05254887379072228,"3,3,4,4,5,5,5-Heptafluoro-1-(3-methyl-1,3-benzothiazol-2(3H)-ylidene)pentan-2-one",359.021482,4.9318027108545515
362.1098389182681,1.260613333333,7936.0400390625,0.05246658591041934,"(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)di(propan-2-yl)silane",362.1112309,3.8440870208263926
434.9784076137075,1.667636666667,7861.5947265625,0.05197441458004754,"2-Fluoro-4,6-bis(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-1,3,5-triazine",434.98527,15.776383775429865
395.0222833919738,1.612825,7544.5419921875,0.04987832201444295,"N-(1,1,2,2,3,3,4,4,4-Nonafluorobutane-1-sulfonyl)cyclopentanecarboxamide",395.0237677,3.757529862485606
432.9967772318216,1.621105,7423.740234375,0.049079679899080346,4-Acetamidophenyl nonafluorobutane-1-sulfonate,433.0030323,14.4459924582738
432.99678125131726,1.612825,7148.39501953125,0.04725932323523858,4-Acetamidophenyl nonafluorobutane-1-sulfonate,433.0030323,14.436709355318396
362.1098389179334,1.205773333333,6786.81591796875,0.044868858859786385,"(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)di(propan-2-yl)silane",362.1112309,3.844087945118695
432.996790882635,1.70128,6715.22412109375,0.044395552633666686,4-Acetamidophenyl nonafluorobutane-1-sulfonate,433.0030323,14.41446564124528
434.9784194881755,1.68031,6705.3798828125,0.04433047060648895,"2-Fluoro-4,6-bis(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-1,3,5-triazine",434.98527,15.749084362751754
362.109838917817,1.276135,6375.28564453125,0.04214815831647138,"(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)di(propan-2-yl)silane",362.1112309,3.8440882666116694
434.97751344077545,1.693478333333,6163.853515625,0.04075034254174237,"2-Fluoro-4,6-bis(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-1,3,5-triazine",434.98527,17.832092429800124
395.0223258853377,1.605606666667,6086.248046875,0.04023727885087782,"N-(1,1,2,2,3,3,4,4,4-Nonafluorobutane-1-sulfonyl)cyclopentanecarboxamide",395.0237677,3.6499574019844454
517.0177298172537,0.650281666667,6020.87353515625,0.039805076213471687,N-Ethyl-N-2-propenylperfluoroheptanesulfonamide,517.0192723,2.983423309080794
359.0050740450858,0.650281666667,6000.85400390625,0.03967272349712393,"[S-(1,1,2,2,3,3,4,4,4-Nonafluorobutane-1-)sulfonimidoyl]benzene",359.0026384,6.7844308113099805
519.9710921422036,0.676116666667,5911.3681640625,0.03908111653939457,1-H-Perflurodecane,519.9742922,6.154299430886439
646.959633659078,0.650281666667,5848.17138671875,0.038663311295035044,"1-(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluoro-1-iodooctyl)-2,8,9-trioxa-5-aza-1-silabicyclo[3.3.3]undecane",646.9658344,9.58443247358458
432.99682782967403,1.605606666667,5571.841796875,0.036836446751287014,4-Acetamidophenyl nonafluorobutane-1-sulfonate,433.0030323,14.329135751500045
362.10983891777335,1.197141666667,5526.40478515625,0.0365360545069031,"(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)di(propan-2-yl)silane",362.1112309,3.844088387171535
455.02968238320136,1.667636666667,5510.708984375,0.036432286749171434,"N,N-Diethyl-1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonamide",455.0224659,15.859368038540696
457.02885495308306,1.667636666667,5422.4140625,0.03584855316400725,"1-(4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluorononyl)-1H-pyrrole-2,5-dione",457.0347451,12.887910365219216
359.01971138561413,0.727448333333,5409.26416015625,0.03576161679805698,"3,3,4,4,5,5,5-Heptafluoro-1-(3-methyl-1,3-benzothiazol-2(3H)-ylidene)pentan-2-one",359.021482,4.9318027108545515
161.98921160190983,0.858105,5340.955078125,0.035310013189303276,"Hexafluoro-1,3-butadiene",161.9904192,7.454805651681543
457.03916466527113,1.647948333333,5249.8046875,0.034707401587426856,"1-(4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluorononyl)-1H-pyrrole-2,5-dione",457.0347451,9.669992448804248
660.9634016336955,0.676116666667,4993.263671875,0.03301136286161603,"2,3,3,3-Tetrafluoro-2-{1,1,2,3,3,3-hexafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]propoxy}propanamide",660.9616562,2.640741819014964
434.9926655445066,1.628313333333,4883.720703125,0.032287154622681384,"Glycine, N-ethyl-N-[(undecafluoropentyl)sulfonyl]-",434.9998387,16.490290668228162
362.1098389180935,1.284446666667,4803.60888671875,0.03175752101735311,"(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)di(propan-2-yl)silane",362.1112309,3.8440875030658543
